Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Player_URL,Img_URL,HS
2006,45,IND,Alexander Johnson,Florida State,2,102,1302,439,275,30,.517,,.672,12.8,4.3,2.7,0.3,1.5,.056,-4.6,-0.9,https://www.basketball-reference.com/players/j/johnsal01.html,https://www.basketball-reference.com/req/202103225/images/players/johnsal01.jpg,"Dougherty Comprehensive in Albany, Georgia|"
2006,46,UTA,Dee Brown,Illinois,2,68,711,140,69,119,.340,.250,.643,10.5,2.1,1.0,1.8,0.1,.008,-3.0,-0.2,https://www.basketball-reference.com/players/b/brownde03.html,https://www.basketball-reference.com/req/202103225/images/players/brownde03.jpg,"Proviso East in Maywood, Illinois|"
2006,47,UTA,Paul Millsap,Louisiana Tech,15,1049,30073,14398,7550,2341,.490,.343,.736,28.7,13.7,7.2,2.2,94.9,.151,2.0,29.8,https://www.basketball-reference.com/players/m/millspa01.html,https://www.basketball-reference.com/req/202103225/images/players/millspa01.jpg,"Grambling in Grambling, Louisiana|"
2006,49,DEN,Leon Powe,California,5,239,3320,1484,911,78,.515,.000,.682,13.9,6.2,3.8,0.3,12.0,.174,-1.6,0.3,https://www.basketball-reference.com/players/p/powele01.html,https://www.basketball-reference.com/req/202103225/images/players/powele01.jpg,"Oakland Technical in Oakland, California|"
2006,50,CHA,Ryan Hollins,UCLA,10,518,6134,1913,1140,151,.584,.000,.649,11.8,3.7,2.2,0.3,10.4,.081,-4.1,-3.2,https://www.basketball-reference.com/players/h/holliry01.html,https://www.basketball-reference.com/req/202103225/images/players/holliry01.jpg,"John Muir in Pasadena, California|"
2006,52,LAC,Guillermo Díaz,Miami (FL),1,6,18,5,2,1,.250,.000,.600,3.0,0.8,0.3,0.2,0.0,.033,-2.9,0.0,https://www.basketball-reference.com/players/d/diazgu01.html,https://www.basketball-reference.com/req/202103225/images/players/diazgu01.jpg,"Miami Christian School in Miami, Florida|"
2006,54,NJN,Hassan Adams,Arizona,2,73,547,185,84,14,.534,.000,.643,7.5,2.5,1.2,0.2,0.8,.072,-2.3,0.0,https://www.basketball-reference.com/players/a/adamsha01.html,https://www.basketball-reference.com/req/202103225/images/players/adamsha01.jpg,"Westchester in Los Angeles, California|"
2006,60,DET,Will Blalock,Iowa State,1,14,166,25,15,17,.300,.200,1.000,11.9,1.8,1.1,1.2,-0.1,-.032,-5.8,-0.2,https://www.basketball-reference.com/players/b/blalowi01.html,https://www.basketball-reference.com/req/202103225/images/players/blalowi01.jpg,"Notre Dame Preparatory School in Fitchburg, Massachusetts|"
2007,1,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,.574,,.658,19.3,8.0,6.2,0.5,7.3,.174,-0.4,0.8,https://www.basketball-reference.com/players/o/odengr01.html,https://www.basketball-reference.com/req/202103225/images/players/odengr01.jpg,"Lawrence North in Indianapolis, Indiana|"
2007,2,SEA,Kevin Durant,Texas,13,880,32343,23813,6211,3647,.494,.384,.883,36.8,27.1,7.1,4.1,146.2,.217,6.8,71.3,https://www.basketball-reference.com/players/d/duranke01.html,https://www.basketball-reference.com/req/202103225/images/players/duranke01.jpg,"Montrose Christian School in Rockville, Maryland|"
2007,3,ATL,Al Horford,Florida,14,881,28592,12288,7241,2912,.517,.364,.755,32.5,13.9,8.2,3.3,92.8,.156,2.8,34.7,https://www.basketball-reference.com/players/h/horfoal01.html,https://www.basketball-reference.com/req/202103225/images/players/horfoal01.jpg,"Grand Ledge in Grand Ledge, Michigan|"
2007,4,MEM,Mike Conley,Ohio State,14,884,28522,13214,2647,5010,.440,.378,.821,32.3,14.9,3.0,5.7,79.8,.134,2.4,31.8,https://www.basketball-reference.com/players/c/conlemi01.html,https://www.basketball-reference.com/req/202103225/images/players/conlemi01.jpg,"Lawrence North in Indianapolis, Indiana|"
2007,5,BOS,Jeff Green,Georgetown,13,972,28531,12461,4260,1528,.444,.339,.804,29.4,12.8,4.4,1.6,45.9,.077,-1.3,4.8,https://www.basketball-reference.com/players/g/greenje02.html,https://www.basketball-reference.com/req/202103225/images/players/greenje02.jpg,"Northwestern in Hyattsville, Maryland|"
2007,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,.425,.284,.713,22.9,8.7,2.8,1.5,22.5,.058,-1.6,2.0,https://www.basketball-reference.com/players/b/breweco01.html,https://www.basketball-reference.com/req/202103225/images/players/breweco01.jpg,"Portland in Portland, Tennessee|"
2007,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,.607,.000,.674,16.2,7.0,3.6,0.5,26.2,.181,2.3,7.5,https://www.basketball-reference.com/players/w/wrighbr03.html,https://www.basketball-reference.com/req/202103225/images/players/wrighbr03.jpg,"Brentwood Academy in Brentwood, Tennessee|"
2007,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,.491,.000,.700,27.7,8.8,9.0,2.8,61.9,.159,2.5,20.9,https://www.basketball-reference.com/players/n/noahjo01.html,https://www.basketball-reference.com/req/202103225/images/players/noahjo01.jpg,"The Lawrenceville School in Lawrenceville, New Jersey|"
2007,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,.457,.350,.716,22.7,8.7,5.7,1.9,22.6,.070,-1.1,3.4,https://www.basketball-reference.com/players/h/hawessp01.html,https://www.basketball-reference.com/req/202103225/images/players/hawessp01.jpg,"Seattle Preparatory School in Seattle, Washington|"
2007,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,1.6,.032,-3.9,-1.1,https://www.basketball-reference.com/players/l/lawac01.html,https://www.basketball-reference.com/req/202103225/images/players/lawac01.jpg,"Justin F. Kimball in Dallas, Texas|"
2007,12,PHI,Thaddeus Young,Georgia Tech,14,1028,30798,13462,6096,1879,.502,.331,.668,30.0,13.1,5.9,1.8,66.5,.104,0.4,19.0,https://www.basketball-reference.com/players/y/youngth01.html,https://www.basketball-reference.com/req/202103225/images/players/youngth01.jpg,"Mitchell in Memphis, Tennessee|"
2007,13,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,3.9,.061,-0.5,1.2,https://www.basketball-reference.com/players/w/wrighju01.html,https://www.basketball-reference.com/req/202103225/images/players/wrighju01.jpg,"Homewood-Flossmoor in Flossmoor, Illinois|"
2007,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,6.1,.035,-3.5,-3.2,https://www.basketball-reference.com/players/t/thornal01.html,https://www.basketball-reference.com/req/202103225/images/players/thornal01.jpg,"Perry in Perry, Georgia|"
2007,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,28.7,.077,-0.9,4.9,https://www.basketball-reference.com/players/s/stuckro01.html,https://www.basketball-reference.com/req/202103225/images/players/stuckro01.jpg,"Kentwood in Kent, Washington|"
2007,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,.418,.376,.836,22.8,11.4,2.0,1.0,18.6,.054,-2.2,-0.8,https://www.basketball-reference.com/players/y/youngni01.html,https://www.basketball-reference.com/req/202103225/images/players/youngni01.jpg,"Cleveland in Reseda, California|"
2007,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,3.0,.073,-3.1,-0.6,https://www.basketball-reference.com/players/w/willise01.html,https://www.basketball-reference.com/req/202103225/images/players/willise01.jpg,"Mansfield in Mansfield, Texas|"
2007,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.2,-1.0,https://www.basketball-reference.com/players/c/crittja01.html,https://www.basketball-reference.com/req/202103225/images/players/crittja01.jpg,"Southwest Atlanta Christian Academy in Atlanta, Georgia|"
2007,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,14.1,.067,-2.9,-2.4,https://www.basketball-reference.com/players/s/smithja02.html,https://www.basketball-reference.com/req/202103225/images/players/smithja02.jpg,"Platte Valley in Kersey, Colorado|"
2007,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-2.7,-1.1,https://www.basketball-reference.com/players/c/cookda02.html,https://www.basketball-reference.com/req/202103225/images/players/cookda02.jpg,"Paul Laurence Dunbar in Dayton, Ohio|"
2007,22,CHA,Jared Dudley,Boston College,14,903,20112,6633,2847,1394,.464,.393,.732,22.3,7.3,3.2,1.5,43.0,.103,0.2,11.0,https://www.basketball-reference.com/players/d/dudleja01.html,https://www.basketball-reference.com/req/202103225/images/players/dudleja01.jpg,"Horizon in San Diego, California|"
2007,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,.443,.341,.770,30.0,12.5,5.3,1.8,29.0,.069,-1.3,3.5,https://www.basketball-reference.com/players/c/chandwi01.html,https://www.basketball-reference.com/req/202103225/images/players/chandwi01.jpg,"Benton Harbor in Benton Harbor, Michigan|"
2007,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.1,-0.4,https://www.basketball-reference.com/players/a/almonmo01.html,https://www.basketball-reference.com/req/202103225/images/players/almonmo01.jpg,"McEachern in Powder Springs, Georgia|"
2007,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,19.2,.069,-1.2,2.7,https://www.basketball-reference.com/players/b/brookaa01.html,https://www.basketball-reference.com/req/202103225/images/players/brookaa01.jpg,"Franklin in Seattle, Washington|"
2007,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,33.5,.077,-1.5,2.4,https://www.basketball-reference.com/players/a/afflaar01.html,https://www.basketball-reference.com/req/202103225/images/players/afflaar01.jpg,"Centennial in Compton, California|"
2007,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-4.5,-0.3,https://www.basketball-reference.com/players/t/tuckeal02.html,https://www.basketball-reference.com/req/202103225/images/players/tuckeal02.jpg,"Township in Lockport, Illinois|"
2007,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-0.3,5.0,https://www.basketball-reference.com/players/l/landrca01.html,https://www.basketball-reference.com/req/202103225/images/players/landrca01.jpg,"Vincent in Milwaukee, Wisconsin|"
2007,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-2.8,-0.1,https://www.basketball-reference.com/players/p/pruitga01.html,https://www.basketball-reference.com/req/202103225/images/players/pruitga01.jpg,"Westchester in Los Angeles, California|"
2007,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-5.4,0.0,https://www.basketball-reference.com/players/w/willima04.html,https://www.basketball-reference.com/req/202103225/images/players/willima04.jpg,"Roosevelt in Seattle, Washington|"
2007,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,0.5,0.2,https://www.basketball-reference.com/players/f/fazekni01.html,https://www.basketball-reference.com/req/202103225/images/players/fazekni01.jpg,"Ralston Valley in Arvada, Colorado|"
2007,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.6,-1.7,https://www.basketball-reference.com/players/d/davisgl01.html,https://www.basketball-reference.com/req/202103225/images/players/davisgl01.jpg,"Louisiana State University Laboratory School in Baton Rouge, Louisiana|"
2007,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-5.2,-0.3,https://www.basketball-reference.com/players/d/davidje01.html,https://www.basketball-reference.com/req/202103225/images/players/davidje01.jpg,"Wheeler in Atlanta, Georgia|"
2007,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,0.3,4.7,https://www.basketball-reference.com/players/m/mcrobjo01.html,https://www.basketball-reference.com/req/202103225/images/players/mcrobjo01.jpg,"Carmel in Carmel, Indiana|"
2007,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-5.7,-0.7,https://www.basketball-reference.com/players/r/richach01.html,https://www.basketball-reference.com/req/202103225/images/players/richach01.jpg,"Kathleen in Lakeland, Florida|"
2007,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,-4.7,0.0,https://www.basketball-reference.com/players/b/byarsde01.html,https://www.basketball-reference.com/req/202103225/images/players/byarsde01.jpg,"Ridgeway in Memphis, Tennessee|"
2007,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-4.4,-0.2,https://www.basketball-reference.com/players/l/lasmest01.html,https://www.basketball-reference.com/req/202103225/images/players/lasmest01.jpg,"Leon Mba in Libreville, Gabon|"
2007,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-2.1,-0.1,https://www.basketball-reference.com/players/m/mcguido01.html,https://www.basketball-reference.com/req/202103225/images/players/mcguido01.jpg,"Lincoln in San Diego, California|"
2007,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-3.6,-1.5,https://www.basketball-reference.com/players/g/grayaa01.html,https://www.basketball-reference.com/req/202103225/images/players/grayaa01.jpg,"Emmaus in Emmaus, Pennsylvania|"
2007,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,https://www.basketball-reference.com/players/c/curryja01.html,https://www.basketball-reference.com/req/202103225/images/players/curryja01.jpg,"Eastern Alamance in Mebane, North Carolina|"
2007,52,POR,Taurean Green,Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-7.5,-0.1,https://www.basketball-reference.com/players/g/greenta01.html,https://www.basketball-reference.com/req/202103225/images/players/greenta01.jpg,"Cardinal Gibbons in Ft. Lauderdale, Florida|"
2007,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-10.3,-0.1,https://www.basketball-reference.com/players/n/nichode01.html,https://www.basketball-reference.com/req/202103225/images/players/nichode01.jpg,"St. Andrew's School in Barrington, Rhode Island|"
2007,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-0.7,5.2,https://www.basketball-reference.com/players/s/sessira01.html,https://www.basketball-reference.com/req/202103225/images/players/sessira01.jpg,"Myrtle Beach in Myrtle Beach, South Carolina|"
